cd_a,ent,con,upm,v_sel,n_hog,h_mud,per,d_sem,n_pro_viv,n_ren,nom,sex,eda,r_pre,fecha_e,hora_ini_e,hora_ter_e,r_def,fecha_s,hora_ini_s,hora_ter_s,obs_caratu,p1,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_99,p12_des,p13,p14,p14_des,p15,p16,p16_des,p17,p18,p19_1,p19_1_des,p19_2,p19_2_des,p19_9,p20,p21,p22,p23_des,obs,fac,clase2,loc,mun,est,est_d,ageb,t_loc,n_ent,c_res,par_c,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,clase1,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins,cuenta,sex_fem,jefe_hog
1,9,1271,14391,4,1,0,212,510,90,2,-,2,44,3,70612,1400,1400,0,130612,1300,1325,,1,50,,2,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,UN AHORRO PARA EL RETIRO,,22638,1,1,5,33,8,0,1,5,1,201,15,10,1967,15,1,6,3,1862,2,1,2,2,5,,,,,,,1,1,1870,1,1,3,2,4,8,7,8,1,1,4,3,6,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,2,3,12,70,0,0,0,0,1,4,0,0,18,1,1,1,0,1,7,8,0,1,0
1,9,1272,33309,5,1,0,212,510,180,2,-,2,35,0,100612,1035,1057,0,100612,1035,1057,TIENE FONFO DE AHORRO Y LO COBRA CADA 6 AÑOS,1,50,1,,,4,,,,,,,,1,3,,1,,,1,2,,,,,,,,,AHORRO PARA EL RETIRO,TIENE FONFO DE AHORRO Y LO COBRA CADA 6 AÑOS,24934,1,1,7,33,8,0,1,5,1,201,9,9,1976,21,1,8,2,5460,,2,2,1,5,,,,,,,1,1,1870,1,1,1,1,4,1,5,7,6,3,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,2,3,18,54,16000,68.90612,0,0,0,2,0,0,20,1,2,2,0,3,2,5,0,1,0
1,9,1273,26490,1,1,0,212,510,193,3,-,1,22,0,90612,1812,1835,0,90612,1812,1935,,3,88,,2,,,,,,,,,,1,1,,1,,,2,2,,,,,,,,,NO TIENE IDEA,,20787,1,1,7,33,8,0,1,5,1,301,30,11,1989,15,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,1,3,8,1,7,4,3,4,3,5,5,2,4,1,1,0,2,0,0,0,0,0,1,1,2,0,0,0,0,3,1,2,2,7,0,3,9,55,0,0,0,2,0,1,0,0,7,1,2,2,0,3,2,2,0,0,0
1,9,1273,26490,2,1,0,212,510,211,2,-,2,39,0,70612,1800,1825,0,70612,1800,1825,,1,99,,,,,,,,8,,,PIENSA PONER UN NEGOCIO,1,7,,1,,,2,2,,,,,,,,,ES UN TIPO DE BANCO EN EL QUE SE AHORRA PARA LA VEJES,,21355,4,1,7,33,8,0,1,5,1,201,29,11,1972,30,1,4,3,,,,2,2,5,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,3,5,10,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1273,26490,4,1,0,212,510,272,2,-,1,38,0,70612,930,1000,0,70612,930,1000,,3,60,,2,,,,,,,,,,1,7,,2,,,2,1,1,BANAMEX,,,,1,2,1,AHORRO PARA LA VEJES,,14766,2,1,7,33,8,0,1,5,1,201,9,5,1974,9,1,3,3,,,,2,,1,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,3,2,3,5,10,0,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,9,1274,32464,5,1,0,212,510,189,3,-,2,24,3,60612,1100,1100,0,240612,2025,2034,,1,99,1,,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,CUENTA EN EL BANCO DE AHORRO,,17939,3,1,8,24,5,0,1,5,1,301,25,12,1987,9,1,7,1,3921,3,2,1,0,6,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,4,1,2,2,7,1,7,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1275,36894,3,1,0,212,510,226,1,-,1,47,0,90612,1630,1700,0,90612,1630,1700,,1,65,,2,,,,,,,,,,1,7,,1,,,2,2,,,,,,,,,LA MERA VERDAD NO SE,,18413,1,1,12,23,4,0,1,5,1,101,7,7,1964,20,1,2,6,,,,2,,1,,,,,,,1,1,1870,1,1,1,2,4,5,3,6,3,4,4,3,6,4,2,4,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,3,4,7,12,0,3,6,48,3870,18.75,0,0,0,4,0,0,18,1,1,2,0,3,1,4,0,0,1
1,9,1275,36894,4,1,0,212,510,253,3,-,2,23,0,90612,1500,1545,0,90612,1500,1545,,2,60,,2,,,,,,,,,,2,,,,5,NO CONOCE FORMAS DE AHORRO,2,1,,,,,9,2,2,9,UN AHORRO PARA LA VEJEZ,,18921,1,1,12,23,4,0,1,5,1,301,27,9,1988,9,1,4,3,,,,1,0,6,,,,,,,1,1,1870,1,1,1,2,4,8,2,2,2,1,2,3,10,2,2,8,3,6,0,2,0,0,0,1,5,1,2,5,0,0,0,0,4,1,2,2,7,1,2,12,12,2150,41.666672,1,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,0
1,9,1275,36894,5,1,0,212,510,271,1,-,1,39,0,90612,1550,1615,0,90612,1550,1615,INFORMANTE INDICA SIEMPRE A LABORADO CON EL MISMO INGENIERO EN DISTINTOS PROYECTOS,2,70,,,,,5,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,2,2,3,FONDO DE AHORRO PARA EL RETIRO,INFORMANTE INDICA SIEMPRE A LABORADO CON EL MISMO INGENIERO EN DISTINTOS PROYECTOS,16706,1,1,12,23,4,0,1,5,1,101,11,3,1973,9,1,2,6,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,1,1,4,7,5,2,4,2,4,5,2,4,1,1,0,2,0,0,0,0,0,1,3,4,0,0,0,0,2,2,3,5,10,0,3,6,56,8600,35.714291,0,0,0,1,0,0,4,1,2,2,0,3,2,2,0,0,1
1,9,1276,37249,3,1,0,212,510,76,1,-,1,44,0,40612,1215,1242,0,40612,1215,1242,,1,99,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,FONDO DE AHORRO PARA EL RETIRO,,18078,1,1,13,24,5,0,1,5,1,101,22,8,1967,9,1,3,3,,,,2,,1,,,,,,,1,1,1870,1,4,3,2,4,5,2,1,1,1,4,3,10,1,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,0,1,9,0,3440,0,0,0,1,4,0,0,19,1,1,1,0,1,7,8,0,0,1
1,9,1286,29204,5,1,0,212,111,154,1,-,2,27,0,150612,1930,2000,0,150612,1930,2000,TRABAJO 2 PREGUNTA 9 Y 2.2 RENUNCIO POR QUE ENCONTRO UN MEJOR TRBAJO    TRABAJO 2 NO QUISO RESPONDER MAS SE HICIERON PREGUNTAS AICIONALES MOSTRANDO MOLESTIA,2,99,,,,,,,,,,99,,1,1,,1,,,2,1,,,,,9,1,2,1,ES UN FONDO DE AHORRO PARA EL RETIRO Y POSGRADO,TRABAJO 2 PREGUNTA 9 Y 2.2 RENUNCIO POR QUE ENCONTRO UN MEJOR TRBAJO    TRABAJO 2 NO QUISO RESPONDER MAS SE HICIERON PREGUNTAS AICIONALES MOSTRANDO MOLESTIA,27175,1,1,3,42,10,0,1,4,1,101,99,99,1985,9,1,7,4,3551,3,1,2,0,6,,,,,,,1,1,1870,1,3,1,1,4,8,7,1,6,3,4,3,7,1,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,2,3,8,1,1,16,0,0,0,0,0,0,1,0,0,8,1,2,2,0,3,2,2,0,1,1
1,9,1287,13136,5,1,0,212,111,146,1,-,1,31,0,140612,1900,1925,0,140612,1900,1925,,2,65,1,,,,,,,,,,,2,,,,1,,2,1,1,ING,,,,1,1,3,AHORRO PARA SU JUBILACION,,23521,1,1,5,24,5,0,1,4,1,101,6,6,1981,9,1,4,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,2,4,4,5,8,6,4,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,2,1,2,0,0,0,0,4,2,3,4,9,0,3,12,60,10900,42.248058,0,0,0,4,0,0,20,1,1,2,0,3,3,5,0,0,1
1,9,1288,24275,4,2,0,212,111,92,1,-,2,53,0,130612,1900,1920,0,130612,1900,1920,,1,60,1,,,,,,,,,,,2,,,,1,,1,1,1,BANSEFI,,,,2,2,1,EL AHORRO QUE VAMOS A TENER PARA EL RETIRO,,20315,1,1,6,24,5,0,1,4,1,101,3,9,1958,9,1,4,3,,,,2,2,2,,,,,,,1,1,1870,1,1,1,1,4,4,4,5,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,2,3,12,35,6000,39.867111,0,0,0,2,0,0,20,1,2,2,0,3,2,5,0,1,1
1,9,1290,30824,1,1,0,212,111,12,1,-,2,43,0,140612,1054,1122,0,140612,1054,1122,,5,99,1,,,,,,,,,,,2,,,,1,,2,1,1,BANCO HSBC,,,,1,2,9,SE ENCARGAN DE GUARDAR MI DINERO PARA MI RETIRO,,19516,1,1,7,23,4,0,1,4,1,101,19,9,1968,29,1,3,2,,,,2,4,3,,,,,,,1,1,1870,1,1,1,2,4,8,2,6,3,1,4,3,10,4,2,4,1,1,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,2,4,6,11,3,3,8,48,1900,9.20543,0,0,0,4,0,0,17,1,1,2,0,3,1,2,0,1,1
1,9,1290,30824,3,1,0,212,111,90,5,-,1,23,0,140612,2034,2059,0,140612,2034,2059,,3,99,,,,,,,,8,,,PONER UN NEGOCIO,2,,,,1,,2,2,,,,,,,,,UN AHORRO,,22104,1,1,7,23,4,0,1,4,1,617,99,99,1989,9,1,3,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,1,3,6,3,8,2,3,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,1,2,2,7,0,3,9,68,4300,14.70588,0,0,0,3,0,0,7,1,2,2,0,3,2,4,0,0,0
1,9,1290,30824,5,1,0,212,111,163,1,-,1,37,0,140612,2012,2020,0,140612,2012,2020,,2,99,,,,,,,7,,,,,2,,,,1,,2,2,,,,,,,,,ES UN APOYO,,19516,1,1,7,23,4,0,1,4,1,101,20,10,1974,21,1,3,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,2,1,5,3,7,3,1,4,2,4,5,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,3,5,10,0,3,9,50,5590,26,0,0,0,4,0,0,4,1,1,1,0,1,1,8,0,0,1
1,9,1292,36588,1,1,0,212,111,45,4,-,2,33,0,100612,1600,1625,0,100612,1600,1625,,2,60,1,,,,,,,,,,,1,4,,1,,,2,1,1,SIGLO XXI BANORTE,,,,1,1,1,AHORRO PARA LA VEJEZ,,25471,1,1,13,32,7,0,1,4,1,301,19,10,1978,9,1,7,4,3431,3,1,2,2,5,,,,,,,1,1,1870,1,1,1,1,4,1,4,6,6,3,4,3,9,4,2,6,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,2,3,16,40,8000,46.511631,0,0,0,1,0,0,16,1,2,2,0,3,2,7,0,1,0
1,9,1295,17714,2,1,0,212,111,42,3,-,2,22,0,110612,1710,1720,0,110612,1710,1720,"SUPERVISOR 212 RG.03 TENIA VARICELA Y CONTESTO DESDE ARRIBA CONFIRMA QUE NO HA TRABAJADO , NI POR UN SUELDO SE MOLESTO POR QUE DIJO QUE YA HABIAN PASADO.",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUPERVISOR 212 RG.03 TENIA VARICELA Y CONTESTO DESDE ARRIBA CONFIRMA QUE NO HA TRABAJADO , NI POR UN SUELDO SE MOLESTO POR QUE DIJO QUE YA HABIAN PASADO.",17075,4,1,17,33,8,0,1,4,1,301,1,9,1989,9,1,6,3,1863,3,1,2,0,6,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,1,2,2,7,1,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1295,17714,3,1,0,212,111,65,4,-,1,21,0,120612,1950,2025,0,120612,1950,2025,SE ACTUALIZO EDAD DE RG.04,4,60,1,,,,,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,1,2,3,AHORRO PARA LA VEJEZ,SE ACTUALIZO EDAD DE RG.04,19156,1,1,17,33,8,0,1,4,1,301,31,3,1991,9,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,1,2,8,2,6,6,2,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,3,1,2,2,7,0,1,9,48,2580,12.5,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,0
1,9,1302,32229,1,1,0,212,211,23,1,-,2,43,0,110612,1505,1525,0,110612,1505,1525,,2,88,,,,,,,,8,,,AFORES,1,6,,2,,,2,1,1,AFORE BANAMEX,,,,2,1,1,AHORRO QUE SE ACUMULA CUANDO UNO TRABAJA PARA SU RETIRO,,18211,1,1,3,23,4,0,1,3,1,101,9,9,1968,9,1,6,3,2032,2,1,2,1,6,,,,,,,1,1,1870,1,1,1,2,4,5,2,7,2,4,4,3,6,5,2,2,3,5,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,4,6,11,2,3,12,54,2150,9.2592602,0,3,0,4,0,0,18,1,1,1,0,1,1,8,0,1,1
1,9,1304,24127,1,1,0,212,211,14,2,-,2,52,0,140612,2050,2100,0,140612,2050,2100,,1,60,1,,,,,,,,,,,1,1,,1,,,1,1,1,BANAMEX,,,,1,2,1,FONDO PARA EL RETIRO UNA PARTE QUE SE AHORRA,,19777,1,1,6,33,8,0,1,3,1,201,22,8,1959,31,1,7,4,3612,3,1,2,2,5,,,,,,,1,1,1870,1,1,1,1,4,2,7,9,6,3,4,3,9,6,2,5,2,3,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,2,3,16,0,0,0,0,0,0,1,0,0,15,1,2,2,0,3,2,6,0,1,0
1,9,1304,24127,5,1,0,212,211,90,2,-,2,46,0,120612,1835,1900,0,120612,1835,1900,PG 2.2 PORQUE NO PUEDE DISPONER DE SU PROPIO DINERO,97,60,,2,,,,,,,,,,1,7,,1,,,2,1,1,BANAMEX,,,,1,1,2,SEGUN ME GUARDAN MI DINERO Y LO DAN AL MEJOR POSTOR,PG 2.2 PORQUE NO PUEDE DISPONER DE SU PROPIO DINERO,17797,4,1,6,33,8,0,1,3,1,201,9,1,1966,9,1,6,3,1862,2,1,2,2,5,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,3,4,7,12,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1305,29561,1,1,0,212,211,9,1,-,1,37,0,170612,1115,1145,0,170612,1115,1145,HACE AJUSTES MECANICOS A  LA MAQUINARIA EMPACADORA DE PASTILLAS CAPSULAS O TABLETAS,1,60,1,,3,,,,,,,,,2,,,,1,,2,1,1,ING,,,,1,1,1,AHORRO QUE TENEMOS PARA PODER SOBRE VIVIR LA VEJEZ PARA CUANDO TERMINE NUESTRA VIDA LABORAL,HACE AJUSTES MECANICOS A  LA MAQUINARIA EMPACADORA DE PASTILLAS CAPSULAS O TABLETAS,19206,1,1,7,24,5,0,1,3,1,101,16,11,1974,9,1,6,3,2052,2,1,2,,5,,,,,,,1,1,1870,1,1,1,1,2,5,5,8,6,3,4,2,3,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,5,10,0,3,12,60,10200,39.534882,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
1,9,1305,29561,4,1,0,212,211,121,6,-,2,23,0,170612,1030,1100,0,170612,1030,1100,FALTO NOTA DE ACTUALIZACION DE EDAD,1,99,,,,,,,,,9,,,2,,,,5,NUNCA A PENSADO EN AHORRAR,2,2,,,,,,,,,NO TENIA LA MENOR IDEA,FALTO NOTA DE ACTUALIZACION DE EDAD,18362,4,1,7,24,5,0,1,3,1,301,22,5,1990,9,1,6,3,2032,2,1,1,0,6,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,1,2,2,7,1,7,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1307,29752,1,1,0,212,211,24,2,-,2,24,0,120612,1726,1736,0,120612,1726,1736,,1,65,1,,,,,,,,,,,1,1,,2,,,2,1,,,,,9,2,2,3,ES ALGO DE DINERO QUE SE LE QUITA PARA SU VEJEZ,,20681,1,1,10,33,8,0,1,3,1,301,14,4,1988,9,1,7,3,4031,3,2,2,0,6,,,,,,,1,1,1870,1,1,1,1,3,4,3,6,6,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,1,2,2,7,1,3,15,48,5000,24.22481,0,0,0,1,0,0,7,1,2,2,0,3,2,2,0,1,0
1,9,1307,29752,2,1,0,212,211,49,3,-,1,32,0,120612,2050,2110,0,120612,2050,2110,,2,88,,,,,,,,8,,,FORMAR SU CONSECION,1,4,,2,,,2,1,1,AFORE ING,,,,1,1,1,AHORRO PARA LA VEJEZ,,23835,1,1,10,33,8,0,1,3,1,617,24,3,1979,9,1,4,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,3,4,2,6,4,3,4,3,5,4,2,4,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,4,2,3,4,9,0,3,12,40,3000,17.44186,0,0,0,1,0,0,7,2,2,2,0,3,2,2,0,0,0
1,9,1308,36925,2,1,0,212,211,52,4,-,1,32,0,120612,1130,1145,0,120612,1130,1145,,6,99,,,,,,,,8,,,CON SU TRABAJO,2,,,,1,,2,2,,,,,,,,,SISTEMA DE AHORRO PARA EL RETIRO CUANDO DEJA DE TRABAJAR SE PUEDE TOMAR DINERO A AL FINAL SE PUEDE QUEDAR CON SU LIQUIDA,,19317,1,1,12,21,2,0,1,3,1,301,9,9,1979,9,1,6,2,1412,2,2,2,,6,,,,,,,1,1,1870,1,1,1,2,4,1,2,8,2,1,2,3,8,5,2,3,1,2,0,2,0,0,0,1,5,1,2,5,0,0,0,0,3,2,3,4,9,0,3,11,60,2064,8,1,3,0,4,0,0,14,1,1,2,0,3,1,4,0,0,0
1,9,1310,15564,1,1,0,212,211,19,2,-,2,42,0,170612,850,859,0,170612,850,859,,2,87,,,,,,6,,,,,,1,1,,1,,,2,1,1,BANAMEX,,,,1,1,9,NO TIENE NI IDEA,,16937,2,1,16,24,5,0,1,3,1,201,24,4,1970,9,1,4,3,,,,2,2,5,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,4,2,4,6,11,2,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1310,15564,4,1,0,212,211,93,1,-,1,45,0,140612,2002,2014,0,140612,2002,2014,PREGUNTA 2 EN LA ENTREVISTA DE LA ENOE RG. 3 LO DECLARO COMO CUETA PROPIA PERO EL SE DECLARA COMO ASALARIADO PREGUNTA 6 NO QUIZODECIR INGRESOS,1,99,,,,,,,,8,,,PONER UN NEGOCIO PROPIO,2,,,,2,,2,2,,,,,,,,,AYUDA DE LA EMPRESA PARA EL RETIRO,PREGUNTA 2 EN LA ENTREVISTA DE LA ENOE RG. 3 LO DECLARO COMO CUETA PROPIA PERO EL SE DECLARA COMO ASALARIADO PREGUNTA 6 NO QUIZODECIR INGRESOS,24729,1,1,16,24,5,0,1,3,1,101,24,10,1966,9,1,3,2,,,,2,,5,,,,,,,1,1,1870,1,1,2,2,3,6,4,8,2,1,4,3,5,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,12,0,3,8,60,0,0,0,0,0,4,0,0,7,2,1,1,0,1,5,8,0,0,1
1,9,1311,17011,4,1,0,212,211,135,4,-,1,22,16,120612,1810,1810,0,270612,1915,1935,PREG. 06 NO RECIBIA PAGO,1,99,,,,,,,,8,,,PONER UN NEGOCIO,2,,,,5,POR QUE NO TRABAJA,2,2,,,,,,,,,NO SABE QUE ES,PREG. 06 NO RECIBIA PAGO,14149,2,1,17,24,5,0,1,3,1,301,25,10,1989,9,1,4,3,,,,2,,6,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,4,1,2,2,7,0,3,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,9,1317,13357,1,1,0,212,311,18,2,-,1,44,0,110612,1735,1758,0,110612,1735,1758,,3,60,,,,,5,,,,,,,1,1,,2,,,2,1,1,INVERCAR,,,,1,1,3,MANERA DE AHORRO PARA LA VEJEZ,,13261,2,1,5,33,8,0,1,2,1,301,2,9,1967,9,1,7,4,3931,3,1,2,,6,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,4,2,4,6,11,0,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,9,1318,31110,4,1,0,212,311,73,2,-,2,32,0,150612,1240,1258,0,150612,1240,1258,,2,60,,2,,,,,,,,,,1,1,,1,,,2,1,1,AFORE ING,,,,1,2,1,ES UN AHORRO PARA EL RETIRO,,21320,1,1,3,33,8,0,1,2,1,201,6,2,1980,9,1,4,3,,,,1,1,5,,,,,,,1,1,1870,1,1,1,1,4,4,4,5,3,3,4,3,8,4,2,4,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,2,3,12,37,8000,50.282841,0,0,0,1,0,0,12,1,2,2,0,3,2,4,0,1,0
1,9,1319,7613,1,1,0,212,311,27,3,-,1,19,0,130612,730,752,0,130612,730,752,,4,60,1,2,,,,,,,,,,1,7,,1,,,2,1,1,AFORE BANAMEX,,,,1,1,1,ES UN DINERO QUE GUARDAS PARA TU VEJEZ,,21903,1,1,5,23,4,0,1,2,1,301,23,4,1993,9,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,4,2,3,6,6,8,2,1,4,3,5,5,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,6,0,3,9,60,0,0,0,0,0,4,0,0,7,1,1,1,0,1,9,8,0,0,0
1,9,1320,35342,1,1,0,212,311,17,13,-,2,21,0,170612,1020,1055,0,170612,1020,1055,58597334 TEL SIMON ESCOBAR,4,88,,2,,,,,,,,,,2,,,,6,,2,2,,,,,,,,,NO EN TIENDE QU ESIGNIFICA,58597334 TEL SIMON ESCOBAR,16881,3,1,7,24,5,0,1,2,1,301,99,99,1991,9,1,3,2,,,,2,2,6,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,1,2,2,7,2,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1320,35342,5,1,0,212,311,84,2,-,2,45,0,130612,1412,1424,0,130612,1412,1424,EN PREGUNTA 17 EL PROGRAMA ES FONAPO,1,99,,2,,,,,,,,,,2,,,,1,,1,2,,,,,,,,,ES UN BANCO,EN PREGUNTA 17 EL PROGRAMA ES FONAPO,19461,1,1,7,24,5,0,1,2,1,201,14,10,1966,14,1,2,6,,,,2,7,5,,,,,,,1,1,1870,1,1,1,2,4,8,2,3,1,1,4,3,10,3,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,3,4,7,12,4,3,6,20,2580,30,0,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,0
1,9,1321,29692,3,1,0,212,311,86,1,-,2,43,0,130612,1322,1335,0,130612,1322,1335,,1,65,,,3,4,,,,,,,,2,,,,1,,1,2,,,,,,,,,LAS APORTACIONES PARA SU VEJEZ EN SU TRABAJO,,20800,1,1,7,23,4,0,1,2,1,101,13,1,1969,9,1,3,3,,,,2,2,6,,,,,,,1,1,1870,1,1,1,2,4,8,3,6,2,4,4,3,10,4,2,8,3,6,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,4,6,11,2,3,9,40,5160,30,0,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,1
1,9,1322,31154,1,1,0,212,311,12,3,-,1,21,0,160612,1200,1210,0,160612,1200,1210,,1,50,,2,,,,,,,,,,1,7,,1,,,2,2,,,,,,,,,NO SABRIA QUE DECIR,,26690,1,1,7,22,3,0,1,2,1,301,12,8,1990,9,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,2,2,5,1,8,2,1,4,2,3,5,2,3,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,0,3,9,63,0,0,0,2,0,4,0,0,5,1,1,1,0,1,1,8,0,0,0
1,9,1322,31154,5,1,0,212,311,311,7,-,2,29,0,120612,930,940,0,120612,930,940,,97,99,,,,,,,,8,,,PONER UN NEGOCIO,2,,,,1,,2,2,,,,,,,,,NO SABE NADA DE LOS AFORES,,22529,3,1,7,22,3,0,1,2,1,301,20,11,1982,9,1,4,3,,,,2,2,5,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,2,2,3,8,2,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9,1324,35421,2,1,0,212,311,45,3,-,1,19,0,120612,1015,1030,0,120612,1015,1030,,1,99,,,,,,,,,9,,,2,,,,3,,2,2,,,,,,,,,NO TIENE IDEA DE QUE ES,,19648,1,1,13,22,3,0,1,2,1,301,13,11,1992,15,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,2,4,8,2,8,2,1,4,3,6,5,2,2,3,5,0,2,0,0,0,1,2,1,2,5,0,0,0,0,3,1,1,1,6,0,3,9,60,3225,12.5,0,3,0,4,0,0,18,1,1,1,0,1,1,8,0,0,0
