sex,age,educyr98,farm,urban98,hhsize,lhhexp1,lhhex12m,lnrlfood
2,72,0,non farm,Urban,2,9.1059313,4.8675346,8.7758493
2,53,6,non farm,Urban,5,10.879206,7.9072838,9.7648716
2,37,6,non farm,Urban,7,10.564168,,9.7387629
1,32,14,non farm,Urban,4,10.372739,6.9087548,9.4027596
2,30,9,non farm,Urban,4,11.367387,7.6211953,10.392062
1,42,12,non farm,Urban,4,9.9433184,4.6443911,8.4123297
1,52,9,non farm,Urban,6,10.157123,5.7838254,9.049118
1,69,4,non farm,Urban,5,10.533114,5.5606818,9.7899551
1,38,8,non farm,Urban,6,10.416807,6.6592941,9.1758671
2,40,17,non farm,Urban,4,10.760574,,9.4133463
1,31,17,non farm,Urban,3,10.173243,4.1743875,8.7904291
1,68,3,non farm,Urban,6,10.4768,4.1743875,9.1797457
2,54,7,non farm,Urban,6,11.288873,9.6316786,9.9364424
2,44,14,non farm,Urban,5,10.204547,,8.9659882
1,32,14,non farm,Urban,2,10.428444,,9.0921459
1,47,9,non farm,Urban,6,10.888268,5.5606818,9.5203943
1,33,12,non farm,Urban,3,10.673492,7.6275444,9.2219152
2,24,8,non farm,Urban,4,9.6354733,8.9343233,8.7045927
1,48,10,non farm,Urban,4,10.342626,7.8894591,8.7320919
1,60,8,non farm,Urban,4,10.463206,5.4553213,8.5931969
1,58,8,non farm,Urban,4,10.373221,8.1744213,8.6344337
2,63,3,non farm,Urban,3,9.8202152,7.1701198,9.0360346
2,36,6,non farm,Urban,4,10.21458,7.1701198,9.1541233
2,41,6,non farm,Urban,5,10.347838,7.8632669,9.5101109
1,41,9,non farm,Urban,4,9.8749418,5.5606818,8.7197571
2,32,12,non farm,Urban,4,10.580572,8.7795572,9.3075218
2,37,5,non farm,Urban,4,10.839358,,9.6146469
1,36,5,non farm,Urban,4,10.880848,6.7844572,8.8825998
1,47,15,non farm,Urban,6,10.149856,8.2348299,8.7724981
2,42,12,non farm,Urban,4,10.371324,7.1701198,8.9936905
1,66,16,non farm,Urban,3,10.587004,5.9661469,9.3390312
1,43,6,non farm,Urban,4,10.048346,,8.7494659
1,28,9,non farm,Urban,3,9.9100227,,8.3385677
1,37,8,non farm,Urban,4,10.562152,5.2729998,8.583312
2,35,10,non farm,Urban,3,9.9058666,8.5564137,9.1127253
2,78,5,non farm,Urban,1,8.9086313,,7.5873747
1,68,2,non farm,Urban,9,10.332258,6.253829,9.7105818
2,55,4,non farm,Urban,6,9.9704924,,9.0292997
1,67,3,non farm,Urban,4,9.5664043,6.6592941,8.8947449
2,65,15,non farm,Urban,1,9.2155962,4.1743875,7.6608534
2,57,1,non farm,Urban,3,10.068057,6.6592941,8.8319426
2,57,2,non farm,Urban,8,10.772505,7.6401234,9.6399689
1,46,9,non farm,Urban,4,9.7466755,7.0647593,8.8337259
2,42,7,non farm,Urban,3,9.4147987,,8.7133904
2,69,0,non farm,Urban,1,8.6867952,8.3332701,7.4009156
2,35,9,non farm,Urban,5,11.126491,6.8134446,10.041389
2,60,4,non farm,Urban,1,8.3839712,,7.6007509
1,50,4,non farm,Urban,4,10.473026,10.087891,8.5566826
2,38,13,non farm,Urban,6,10.083891,7.130899,8.7313957
2,56,5,non farm,Urban,5,10.813289,,9.2730331
1,66,9,non farm,Urban,2,9.361064,6.6592941,8.2500677
2,43,6,non farm,Urban,5,10.295939,6.3716121,8.8633862
1,54,17,non farm,Urban,4,10.857464,6.6592941,9.5185995
2,40,14,non farm,Urban,1,9.7764635,,8.5569267
1,43,17,non farm,Urban,5,10.571027,6.1092477,9.0262394
1,35,14,non farm,Urban,4,10.213579,5.7838254,9.2380085
1,42,6,non farm,Urban,6,9.9227676,,8.8421164
2,39,11,non farm,Urban,3,10.190298,9.3288345,8.8191061
2,58,11,non farm,Urban,4,10.574197,9.6111279,9.17488
2,70,5,non farm,Urban,2,8.8810358,5.2729998,8.0391865
1,51,7,non farm,Urban,4,10.00619,,8.9979372
2,48,15,non farm,Urban,3,10.658968,,8.6889153
1,56,9,non farm,Urban,6,10.452909,7.2654295,9.113636
1,34,17,non farm,Urban,4,10.778663,,9.0185375
1,36,15,non farm,Urban,4,10.459866,,9.1390514
1,39,14,non farm,Urban,3,10.036199,,9.0680685
1,29,9,non farm,Urban,3,9.1996088,6.1654177,8.2763538
1,67,17,non farm,Urban,8,10.535492,6.4150968,9.305274
2,63,10,non farm,Urban,6,10.882478,8.8536654,9.8290014
1,45,20,non farm,Urban,6,11.138825,6.2728772,9.9107552
2,39,5,non farm,Urban,4,10.657113,5.4553213,9.262619
1,53,9,non farm,Urban,6,10.119161,7.6401234,8.8312407
1,45,15,non farm,Urban,5,10.47892,6.253829,9.0344687
2,80,3,non farm,Urban,2,9.4667377,8.6287346,8.2874012
1,36,14,non farm,Urban,4,10.705372,7.1899223,9.237051
1,46,1,non farm,Urban,6,9.8109436,7.5755849,8.9791985
2,34,13,non farm,Urban,4,9.8666687,4.7874918,8.5962505
1,65,5,non farm,Urban,5,10.450168,9.5502357,8.946661
1,63,5,non farm,Urban,4,9.8366385,7.7625961,8.8591938
1,45,16,non farm,Urban,2,10.340118,,8.7572279
2,49,14,non farm,Urban,2,9.5961285,,8.8207026
2,45,3,non farm,Urban,3,9.5631676,7.2189097,8.7147169
1,62,8,non farm,Urban,3,9.8705292,5.0498562,8.8916616
1,45,12,non farm,Urban,6,11.181947,8.0864105,9.9947653
1,46,7,non farm,Urban,9,10.343381,6.5722823,9.3526983
1,61,12,non farm,Urban,4,10.484406,5.5606818,8.9158859
2,59,3,non farm,Urban,5,10.081289,8.103797,9.0194798
2,35,15,non farm,Urban,3,10.067424,7.4702239,9.1887579
2,54,0,non farm,Urban,2,9.8181314,8.3640423,8.8113308
1,71,10,non farm,Urban,5,10.359471,6.5722823,9.1168499
2,54,5,non farm,Urban,3,9.8490496,5.5606818,8.8564205
2,41,16,non farm,Urban,4,10.054571,6.4769726,8.8014097
2,43,12,non farm,Urban,4,9.9697628,6.8416157,9.1417704
1,38,16,non farm,Urban,5,10.46137,,9.4552517
2,38,9,non farm,Urban,4,10.012523,6.1202974,8.8916636
2,52,7,non farm,Urban,1,8.5353546,3.2188759,7.6914468
2,37,7,non farm,Urban,3,10.544994,,9.3814335
1,52,12,non farm,Urban,7,10.051344,8.0455885,9.1540613
2,65,4,non farm,Urban,4,10.1089,5.5606818,9.3080711
2,68,5,non farm,Urban,4,9.838625,8.1332941,8.5998583
2,56,0,non farm,Urban,5,10.233487,,9.5597
2,66,9,non farm,Urban,2,10.229629,8.6741972,9.0560284
1,51,10,non farm,Urban,6,11.25763,7.8632669,9.3057537
2,34,20,non farm,Urban,5,10.744059,5.3375382,9.6851501
1,42,13,non farm,Urban,4,9.7573986,7.3185396,8.6017046
2,39,15,non farm,Urban,6,12.202421,8.4510536,10.260821
2,39,11,non farm,Urban,5,11.232703,8.2687321,9.8523941
2,86,0,non farm,Urban,2,8.9016418,6.4769726,7.9876962
2,50,9,non farm,Urban,2,10.083395,4.9628448,9.114501
1,47,9,non farm,Urban,4,10.122821,,8.6382875
1,35,15,non farm,Urban,5,10.561045,5.2729998,8.9504871
2,44,6,non farm,Urban,6,11.036733,5.9661469,9.9599695
2,36,13,non farm,Urban,1,9.5798368,,8.4598236
2,62,0,non farm,Urban,4,9.6769342,,8.8274803
1,65,15,non farm,Urban,7,10.810099,,9.431282
1,61,16,non farm,Urban,4,10.748511,,9.5521183
2,73,18,non farm,Urban,4,10.036227,5.655992,8.6224775
2,46,11,non farm,Urban,2,9.7780132,,8.6845446
1,31,9,non farm,Urban,6,10.657909,8.4510536,9.6116571
1,62,15,non farm,Urban,4,10.299943,,8.8646927
2,55,7,non farm,Urban,3,9.4088869,7.1701198,8.5369453
2,73,4,non farm,Urban,2,9.4262247,,8.7553673
1,55,14,non farm,Urban,3,10.370525,,9.3357506
2,59,10,non farm,Urban,2,10.020558,6.3716121,8.3023024
1,39,14,non farm,Urban,4,10.481536,7.8632669,9.0252638
2,41,7,non farm,Urban,3,9.88521,,8.654582
2,63,10,non farm,Urban,1,9.4551678,5.5606818,8.4239893
1,44,12,non farm,Urban,6,10.369967,,9.3570127
1,53,11,non farm,Urban,4,10.440776,6.1202974,9.0372419
1,53,12,non farm,Urban,4,9.9474945,,8.978219
2,69,0,non farm,Urban,3,9.334837,,8.7503233
1,75,5,non farm,Urban,4,10.640827,9.0240107,9.3742189
1,31,15,non farm,Urban,3,10.684821,,8.8672886
1,48,15,non farm,Urban,7,10.711143,6.6592941,9.7082262
2,69,0,non farm,Urban,8,10.046932,7.935945,8.935009
1,80,9,non farm,Urban,7,10.106376,9.1372318,9.1009045
2,45,2,non farm,Urban,4,9.7792807,7.2442274,8.5331612
2,54,5,non farm,Urban,2,9.2941151,4.8675346,8.6515913
2,75,0,non farm,Urban,2,9.9612331,8.639411,8.4757891
1,66,6,non farm,Urban,7,10.849805,10.095346,9.622777
1,38,12,non farm,Urban,4,10.671434,,9.0039339
1,45,12,non farm,Urban,6,10.189454,4.6443911,8.8902159
1,50,9,non farm,Urban,3,10.017241,,8.5958977
2,69,0,non farm,Urban,5,9.9852505,7.6889133,9.1446867
2,53,8,non farm,Urban,4,10.24826,7.4324837,9.0428839
1,68,12,non farm,Urban,5,9.6143284,4.1743875,8.817318
2,57,3,non farm,Urban,4,9.4600086,7.5065918,8.9185705
2,43,15,non farm,Urban,1,9.594243,,8.4652929
2,66,5,non farm,Urban,6,10.077396,5.6094718,9.1429081
2,71,0,non farm,Urban,5,9.5742226,8.5792284,8.7710028
1,51,15,non farm,Urban,7,10.790987,,9.0139351
2,50,11,non farm,Urban,5,10.847826,5.9661469,9.3114567
2,64,1,non farm,Urban,2,9.7121105,6.8134446,8.4768639
2,68,8,non farm,Urban,6,10.707273,8.0245352,8.9693384
1,47,14,non farm,Urban,6,10.272488,8.4510536,9.0739594
2,69,5,non farm,Urban,4,10.604245,7.1701198,9.5522394
1,30,19,non farm,Urban,2,10.495724,6.7844572,8.7907619
1,45,10,non farm,Urban,4,9.7936287,,8.8592196
2,67,3,non farm,Urban,2,8.5345488,5.5606818,7.8120623
2,48,2,non farm,Urban,6,10.157895,,9.0583153
1,81,0,farm,Urban,2,8.3200693,6.8134446,7.3788252
1,83,2,non farm,Urban,6,9.9722109,7.3524413,8.9391146
1,64,0,non farm,Urban,8,9.8754663,8.0287809,9.1648626
1,33,10,non farm,Urban,5,9.8070879,6.3935909,8.7329969
1,55,3,non farm,Urban,2,9.6624146,6.4150968,8.4966898
1,43,4,non farm,Urban,5,10.574959,6.9754138,9.4326534
1,58,3,non farm,Urban,4,9.1873283,5.8971539,8.1601706
1,53,0,non farm,Urban,8,9.9598846,8.2493134,9.1804934
1,43,7,non farm,Urban,8,10.814195,8.9717026,9.5569439
1,38,16,non farm,Urban,4,10.773754,9.4670734,9.2140846
1,33,11,non farm,Urban,4,10.262757,7.1530519,8.778182
1,31,6,non farm,Urban,3,9.9154339,6.9450512,8.8903522
1,32,6,non farm,Urban,3,9.857378,5.5606818,9.0109148
1,47,8,non farm,Urban,10,10.057968,6.1202974,9.1560097
2,38,2,non farm,Urban,6,9.7693968,3.8066626,9.0698214
1,32,9,non farm,Urban,5,9.8662739,4.3174882,9.0180311
1,58,0,non farm,Urban,4,9.3531141,,8.6692963
2,41,3,farm,Urban,5,9.6219473,6.7238326,8.8658829
2,44,9,non farm,Urban,2,9.8523922,6.818924,8.5722618
2,57,4,non farm,Urban,4,9.9240036,5.0238805,8.8380775
2,64,0,non farm,Urban,5,9.6954689,7.7297354,8.9737158
2,45,1,non farm,Urban,3,10.214543,6.2146082,8.6796675
1,60,6,non farm,Urban,6,10.3242,3.2958369,9.1381702
1,42,3,non farm,Urban,14,10.527959,8.1633711,9.8138132
1,66,2,non farm,Urban,6,10.933577,7.7075124,9.4241314
2,44,3,non farm,Urban,5,9.9031763,6.1202974,8.9037638
1,29,7,non farm,Urban,4,9.2037258,,8.6717339
1,54,16,non farm,Urban,4,10.694194,,8.6995516
1,33,4,non farm,Urban,3,9.8751822,7.0076008,8.8508873
2,41,12,non farm,Urban,5,9.6822548,7.0621915,9.0287199
2,47,15,non farm,Urban,5,9.9053259,8.2022085,8.6833115
1,44,16,non farm,Urban,5,9.7901506,,8.9885731
2,36,12,non farm,Urban,5,9.5245724,4.0943446,8.9057646
2,55,9,non farm,Urban,3,8.999898,6.7093043,8.4702053
2,41,9,non farm,Urban,4,9.2954111,2.9957323,8.7539511
2,53,5,non farm,Urban,7,9.666791,7.5755849,9.1837254
1,43,12,non farm,Urban,4,10.186828,6.9920964,9.2528067
2,49,9,non farm,Urban,4,9.8560553,6.3279366,8.6803675
1,34,12,non farm,Urban,3,9.1551847,5.1059456,8.8394604
2,69,0,non farm,Urban,2,8.9333096,6.4769726,8.3873787
2,42,10,farm,Urban,4,9.2696877,6.1484685,8.9042473
1,30,12,non farm,Urban,3,9.6324015,6.2225761,8.9979448
2,50,5,non farm,Urban,2,8.1726103,,7.7368107
1,56,15,non farm,Urban,2,9.0720682,7.160069,8.591073
1,35,15,non farm,Urban,5,9.945076,,9.1841459
1,50,12,farm,Urban,5,9.6834574,4.8675346,8.8358727
2,37,12,farm,Urban,3,9.8376827,,9.1295862
2,49,14,non farm,Urban,3,9.3704882,6.2146082,8.8618832
1,41,10,non farm,Urban,4,9.545619,,9.1532898
1,36,15,farm,Urban,3,8.7225494,4.356709,8.3979797
2,41,9,farm,Urban,4,9.1968327,6.5624442,8.476635
1,37,9,non farm,Urban,4,9.4194603,6.363028,8.4677382
1,33,10,farm,Urban,4,8.8306599,7.6875386,8.3564196
1,31,12,non farm,Urban,3,9.5951767,,8.8128614
2,47,9,non farm,Urban,4,9.397069,4.7184987,8.6899815
1,42,12,non farm,Urban,3,9.5316591,5.5134287,8.9200687
2,65,0,farm,Urban,3,9.2007647,6.3491392,8.6067753
2,49,10,farm,Urban,1,8.3075809,,7.7932944
1,54,12,farm,Urban,3,9.6115932,2.9957323,8.6765318
2,66,5,non farm,Urban,2,8.6657276,6.3080983,8.1504202
1,66,8,non farm,Urban,5,8.6317377,6.2285109,8.3032827
2,78,0,non farm,Urban,1,7.6855955,5.0498562,7.1999311
1,61,9,non farm,Urban,5,9.0893641,5.1590552,8.578413
1,59,14,farm,Urban,2,9.2570009,7.6648159,8.5122795
2,43,9,non farm,Urban,5,9.6530828,6.5736804,8.9788752
2,55,3,farm,Urban,5,9.8501883,,9.2024317
1,65,9,non farm,Urban,5,9.5051851,5.6733232,8.9629288
1,59,7,non farm,Urban,4,9.321352,7.0264268,8.8109598
1,64,10,non farm,Urban,3,8.9292183,7.3271232,8.4161978
1,71,9,non farm,Urban,3,9.4620657,7.9087548,8.6325169
1,59,15,non farm,Urban,4,9.5416107,5.7430034,8.6492033
2,56,0,non farm,Urban,2,8.8540554,5.3375382,7.9610968
2,50,13,non farm,Urban,2,8.8604527,5.4553213,8.4751425
2,62,5,non farm,Urban,4,9.0239115,8.1128273,8.3419952
2,49,15,non farm,Urban,5,10.031936,7.2477927,9.2440596
1,48,9,non farm,Urban,4,9.6906424,2.9957323,9.1721287
2,27,12,non farm,Urban,3,9.2988062,7.0422864,8.931778
1,36,10,non farm,Urban,4,8.8750477,5.2574954,8.4409361
2,37,9,non farm,Urban,4,9.2678814,4.7957907,8.7734766
2,62,15,non farm,Urban,4,9.2832108,7.254178,8.4478388
1,31,9,non farm,Urban,6,9.3394213,5.7037826,8.745821
2,36,9,non farm,Urban,4,10.130635,5.6801724,9.1195993
1,37,15,non farm,Urban,5,9.8719969,7.2765565,8.9752951
2,30,12,non farm,Urban,4,9.6586285,5.9914646,8.8283606
1,26,16,non farm,Urban,5,9.8825741,6.5722823,9.1511126
1,64,11,non farm,Urban,4,9.0987053,5.4293456,8.5423851
2,50,14,non farm,Urban,5,9.290185,4.3694477,8.7637177
2,48,15,non farm,Urban,5,9.2246218,7.5087872,8.5513105
1,22,9,non farm,Urban,4,9.7536755,6.1202974,8.9834032
1,31,13,non farm,Urban,3,9.7053738,6.5792513,8.690917
2,35,12,non farm,Urban,3,8.4494896,5.5373344,7.7260294
1,56,12,non farm,Urban,3,9.8161707,8.5564137,8.7667341
1,85,2,non farm,Urban,2,9.1829243,9.0241308,8.2253284
1,64,15,non farm,Urban,8,11.167919,8.7795572,10.462188
1,39,14,non farm,Urban,3,9.7821102,7.8690195,8.795063
1,41,12,non farm,Urban,4,9.3809595,7.8785343,8.4699068
1,37,11,non farm,Urban,6,10.477123,,9.7926245
1,33,9,non farm,Urban,3,9.7279892,2.7080503,9.0977468
1,81,9,non farm,Urban,2,9.6176405,,9.1925812
2,64,3,non farm,Urban,2,9.5055017,5.4553213,8.6115389
1,35,9,non farm,Urban,4,10.400222,6.6592941,9.5889111
1,37,17,non farm,Urban,4,10.170516,4.9767337,9.2075224
1,58,16,non farm,Urban,3,9.6403618,7.3524413,8.2564583
1,45,14,non farm,Urban,6,11.101806,7.8632669,10.059188
1,47,9,non farm,Urban,4,9.7985306,7.6971211,9.0257816
2,48,15,non farm,Urban,4,10.137272,4.2046928,9.281065
1,44,12,non farm,Urban,5,10.384378,4.9052749,9.0944681
1,63,9,non farm,Urban,2,9.1368952,,8.4275455
1,41,14,non farm,Urban,3,10.558308,9.4653702,9.7740173
2,76,6,non farm,Urban,5,10.749364,5.2983174,9.7638903
1,39,9,non farm,Urban,5,9.8962221,4.9904327,8.9721804
1,35,10,non farm,Urban,4,9.7285337,8.0375433,8.8826256
1,36,12,non farm,Urban,3,9.649066,6.3716121,8.963315
1,67,9,non farm,Urban,6,9.9064503,4.1743875,9.3417978
1,37,9,non farm,Urban,4,9.8347139,6.3491392,9.0887632
2,66,0,non farm,Urban,7,9.6885014,4.1743875,9.0869522
2,61,5,non farm,Urban,3,9.4898586,4.356709,8.8536196
1,60,16,non farm,Urban,3,9.8710423,5.5606818,9.1921492
1,42,14,non farm,Urban,4,9.8155193,4.2341065,8.9313126
1,50,13,non farm,Urban,3,9.8500347,7.8690195,9.1714907
2,69,3,non farm,Urban,5,9.4918003,7.8632669,8.6115322
1,35,10,non farm,Urban,4,9.6153345,4.9052749,8.8195934
1,59,17,non farm,Urban,4,9.6912785,7.7328076,8.8289204
1,77,4,non farm,Urban,7,10.364425,6.0684257,9.6080036
2,43,5,non farm,Urban,4,9.8905783,5.7525725,8.9467945
1,45,12,non farm,Urban,4,9.7253447,4.59512,9.1200657
1,38,9,farm,Urban,5,10.163834,7.8709297,9.4292831
1,45,14,non farm,Urban,4,9.8534451,7.0379062,9.1110935
2,40,14,non farm,Urban,3,9.6569118,5.8971539,8.6433544
1,38,9,non farm,Urban,4,9.4332047,5.5012584,8.8733034
2,60,0,non farm,Urban,5,9.5932484,7.858254,9.2952909
2,43,7,non farm,Urban,5,10.186637,6.1202974,9.3414564
2,42,4,non farm,Urban,4,10.860993,5.872118,10.562126
2,47,9,non farm,Urban,5,9.5156555,6.0161572,8.8854532
1,42,14,non farm,Urban,5,9.8598289,5.9480348,9.1862202
2,42,9,non farm,Urban,3,9.5837269,5.556828,8.8567734
2,43,9,non farm,Urban,4,9.566596,5.4722705,9.0480909
2,76,0,non farm,Urban,2,9.7609415,5.6489744,8.8762035
1,37,9,non farm,Urban,4,9.69907,5.2729998,9.0785751
1,57,9,non farm,Urban,4,9.5182095,5.0369525,9.1027956
1,56,12,non farm,Urban,5,9.6047792,6.5764694,8.6479864
1,27,9,non farm,Urban,4,9.9875031,10.43922,9.1016951
1,51,15,non farm,Urban,4,10.460127,7.9669337,9.261899
1,45,9,non farm,Urban,5,10.309015,9.0388403,9.4036865
2,64,2,non farm,Urban,4,9.9480247,6.7844572,9.0876904
1,25,11,non farm,Urban,3,10.22894,3.1780539,8.9326572
1,33,0,non farm,Urban,4,9.640996,7.3011479,9.0112925
2,39,4,non farm,Urban,4,9.7083988,5.7838254,8.9274035
2,64,3,non farm,Urban,4,9.6357555,5.9480348,8.8971424
1,37,14,non farm,Urban,5,9.7099133,6.212606,9.0046329
2,41,9,non farm,Urban,3,9.6608543,5.817111,8.7758455
2,43,9,non farm,Urban,3,10.016022,4.3820267,8.9466934
1,54,9,non farm,Urban,6,9.5849676,5.8051348,8.467967
1,37,11,non farm,Urban,5,9.6973438,7.8976684,9.0500517
1,62,4,farm,Urban,4,9.0750628,7.877018,8.5556078
1,35,11,non farm,Urban,4,10.613478,4.6051702,9.95123
1,43,9,non farm,Urban,4,9.3058853,6.3969297,8.5282755
1,28,8,non farm,Urban,4,9.3795147,8.0080328,8.5511799
1,46,12,non farm,Urban,4,9.9024858,2.7080503,8.8004303
1,40,9,non farm,Urban,5,9.8634882,6.3368258,9.3179951
2,47,13,non farm,Urban,3,8.9098158,5.6629605,8.3080587
1,42,10,non farm,Urban,5,10.131372,5.521461,9.2946148
2,38,9,non farm,Urban,5,9.4806881,5.8289456,8.8783274
1,31,15,non farm,Urban,3,9.598424,5.7990928,9.0242767
1,37,9,non farm,Urban,4,10.10761,3.4011974,9.4628754
2,30,12,non farm,Urban,2,10.023964,2.7080503,8.9089689
2,72,2,non farm,Urban,2,8.4045124,6.8351846,7.6613441
1,23,7,non farm,Urban,3,8.5713816,,8.2126179
2,23,11,non farm,Urban,3,9.0377493,7.8328075,8.4673328
2,68,0,non farm,Urban,8,9.7133884,8.2950487,9.0994558
1,39,7,non farm,Urban,5,9.1400337,5.872118,8.5354671
1,35,9,non farm,Urban,4,9.5204268,6.50279,8.9499903
1,38,17,non farm,Urban,5,10.368937,3.4011974,9.4630785
1,32,9,non farm,Urban,5,9.1736441,4.8675346,8.8437767
1,37,7,non farm,Urban,6,9.8424969,5.9914646,9.3764505
1,47,5,non farm,Urban,5,10.389297,,9.8314657
1,30,8,non farm,Urban,6,9.5930853,4.0253515,8.9886723
1,49,7,non farm,Urban,5,10.056137,,9.4190998
2,78,0,non farm,Urban,1,8.2794914,4.1743875,7.9979863
1,35,9,non farm,Urban,5,9.9051628,2.7080503,8.9244614
1,50,9,non farm,Urban,4,9.4849691,2.7080503,8.9800797
1,40,9,non farm,Urban,8,11.438929,3.8066626,10.071538
1,32,14,non farm,Urban,5,9.7830229,,9.1366167
1,27,9,non farm,Urban,3,9.5151167,5.7004437,9.0624886
1,23,7,non farm,Urban,4,8.7409649,8.0864105,8.2760525
2,45,11,non farm,Urban,5,9.2931347,7.0867381,8.5598898
1,34,12,non farm,Urban,4,9.3677883,1.9459101,8.8622637
1,32,13,non farm,Urban,3,9.3921251,4.6443911,8.4311152
2,41,10,non farm,Urban,2,8.7583141,6.9469762,8.1490583
2,48,5,non farm,Urban,4,8.9808855,3.2580965,8.454792
2,37,9,non farm,Urban,4,9.4153891,6.253829,8.5097179
2,47,9,non farm,Urban,5,9.1966152,5.5093884,8.4675159
2,49,1,non farm,Urban,5,9.4786625,7.8659554,8.8387995
2,34,13,non farm,Urban,4,9.4225817,6.1070228,8.6661253
2,61,5,non farm,Urban,6,9.7518616,7.9312849,9.2010231
1,38,10,non farm,Urban,4,8.95891,4.1743875,8.1083336
1,41,12,non farm,Urban,4,9.4139004,,8.464818
2,41,6,non farm,Urban,4,8.946084,6.5161929,8.1065931
2,60,12,non farm,Urban,3,9.3582602,5.8230457,8.5408192
1,31,11,non farm,Urban,3,9.807106,7.8659554,9.1055317
1,66,12,non farm,Urban,2,8.9495363,6.9469762,8.5607901
2,71,4,non farm,Urban,1,7.9383101,4.0253515,7.4828792
2,60,4,non farm,Urban,6,9.3569393,7.070724,8.7876844
1,67,6,non farm,Urban,3,9.019042,7.9765954,8.3573656
1,67,5,non farm,Urban,6,8.9633245,6.4769726,8.3756208
2,65,9,non farm,Urban,5,9.3178473,,8.6265526
2,71,2,non farm,Urban,1,8.3021002,6.6821084,7.8108015
1,43,15,non farm,Urban,4,8.4890871,,7.6085634
1,74,5,non farm,Urban,6,9.8135948,,9.2472963
1,40,8,non farm,Urban,4,9.039938,6.2672005,8.197298
1,38,9,non farm,Urban,5,9.748971,4.6821313,8.6476526
2,47,3,non farm,Urban,1,7.8558779,,7.3819122
1,42,6,non farm,Urban,4,8.8826208,6.617403,8.2787476
1,64,4,non farm,Urban,4,9.3160915,6.5117455,8.7853508
2,27,12,non farm,Urban,3,9.2866364,6.7546039,8.892869
2,44,13,non farm,Urban,4,9.2384443,,8.306756
2,42,10,non farm,Urban,6,9.599597,6.9612961,8.7734451
1,62,12,non farm,Urban,3,9.4322052,4.4308167,8.6694326
1,37,15,non farm,Urban,6,9.761241,3.0445225,9.0519342
2,47,17,non farm,Urban,4,9.7880697,4.2484951,8.4181471
1,61,9,non farm,Urban,5,9.0658293,,8.722518
1,53,15,non farm,Urban,2,9.7197304,,8.72651
1,67,0,non farm,Urban,2,8.479228,5.1817837,8.0265875
2,33,14,non farm,Urban,6,9.6973314,7.6088705,8.8775997
1,65,16,non farm,Urban,5,11.003268,,9.8486624
1,48,17,non farm,Urban,4,10.270391,4.9272537,9.3022909
2,44,9,non farm,Urban,5,9.8695679,,8.6874142
1,65,12,non farm,Urban,5,9.7587709,4.1743875,8.7883139
1,31,9,non farm,Urban,4,9.9679146,3.9512436,9.3056602
2,48,15,non farm,Urban,6,10.072594,,9.1819763
1,27,10,non farm,Urban,2,9.2594423,,8.6827497
2,27,12,non farm,Urban,3,9.9889517,2.3025851,8.9545078
2,44,5,non farm,Urban,4,9.9633665,,9.1944361
1,43,14,non farm,Urban,4,9.627346,6.2915692,9.0310078
1,35,12,non farm,Urban,3,10.004294,4.6051702,9.286479
1,50,9,non farm,Urban,6,10.271556,3.1780539,9.3712082
1,39,17,non farm,Urban,4,10.435702,8.8016195,8.8493395
1,37,12,non farm,Urban,4,9.9875813,8.6395874,8.5331411
1,54,18,non farm,Urban,4,10.203635,7.5109777,8.6326075
2,81,5,non farm,Urban,5,11.007425,5.3752785,9.9442587
1,64,5,non farm,Urban,2,9.1277437,4.356709,8.3570395
1,53,12,non farm,Urban,4,9.7432699,5.9661469,8.4520988
1,32,18,non farm,Urban,3,9.9270267,6.253829,8.6867151
1,74,5,non farm,Urban,3,9.3178806,4.9698133,8.6059532
1,44,10,non farm,Urban,4,9.4236879,5.8522024,8.5607386
1,48,15,non farm,Urban,4,10.83534,4.6913481,9.4622736
1,48,17,non farm,Urban,5,9.7278023,4.8751974,8.7489719
2,32,12,farm,Urban,3,9.3165216,,8.5393534
1,53,12,non farm,Urban,5,10.058237,5.8861041,8.8085985
1,64,5,farm,Urban,4,8.7180071,4.6443911,8.525341
1,42,9,non farm,Urban,4,9.2143307,5.891644,8.4966135
1,48,15,non farm,Urban,4,10.112357,7.9765954,8.8578815
1,55,15,farm,Urban,5,9.3266315,8.8499441,8.7328091
2,65,0,non farm,Urban,4,9.4833698,7.8632669,8.3608351
1,46,16,non farm,Urban,5,10.149036,4.7184987,9.006712
1,69,9,non farm,Urban,6,9.9556637,7.4079242,8.9550781
1,48,17,non farm,Urban,4,10.16117,3.9120231,9.1843624
1,47,17,non farm,Urban,4,10.094618,8.2758856,8.9944725
2,37,15,non farm,Urban,4,9.753808,0,8.7207241
2,80,0,non farm,Urban,5,9.2547169,3.4339871,8.3094959
2,51,15,non farm,Urban,5,9.6419706,6.3919172,9.0619841
1,41,15,non farm,Urban,4,9.9194574,5.9661469,8.6303921
1,53,15,non farm,Urban,2,10.243656,7.7257714,8.877037
2,64,3,farm,Urban,3,9.0522976,6.253829,8.6197491
2,44,14,farm,Urban,5,9.1742506,6.3491392,8.2902994
2,37,15,farm,Urban,3,9.743968,5.7365723,8.8665371
